rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-04-04 16:48:57 1 QNGK7 $0,QNGK7,2017-04-04 16:48:57,3.293,2017-04-04 17:00:00,3.293,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:48:57.000000000,-12.0
ctwo opened: 2017-04-04 16:48:58 2 @TUM7 $-62,@TUM7,2017-04-04 16:48:58,108.24219,2017-04-04 17:00:00,108.2578125,-0.000144308291838,0.000144308291838,Open,-1.0,-62.0,5.0,-1 days +23:48:58.000000000,-12.0
ctwo opened: 2017-04-04 14:13:58 1 @WK7 $12,@WK7,2017-04-04 14:13:58,427.25,2017-04-04 14:20:00,427.0,0.000585480093677,0.000585480093677,Open,-1.0,12.0,2.5,-1 days +23:53:58.000000000,-7.0
ctwo opened: 2017-04-04 14:13:56 1 @SMK7 $-19,@SMK7,2017-04-04 14:13:56,308.3,2017-04-04 14:20:00,308.1,0.000649139889646,0.000649139889646,Open,1.0,-19.0,2.5,-1 days +23:53:56.000000000,-7.0
ctwo opened: 2017-04-04 14:13:54 2 @CK7 $25,@CK7,2017-04-04 14:13:54,363.25,2017-04-04 14:20:00,363.0,0.00068870523416,0.00068870523416,Open,-1.0,25.0,5.0,-1 days +23:53:54.000000000,-7.0
ctwo opened: 2017-04-04 16:48:55 1 @EUM7 $-93,@EUM7,2017-04-04 16:48:55,1.0713,2017-04-04 17:00:00,1.07055,0.000700574471066,0.000700574471066,Open,1.0,-93.0,2.5,-1 days +23:48:55.000000000,-12.0
ctwo opened: 2017-04-04 16:48:56 1 @ESM7 $-100,@ESM7,2017-04-04 16:48:56,2358.5,2017-04-04 17:00:00,2356.5,0.000848716316571,0.000848716316571,Open,1.0,-100.0,2.5,-1 days +23:48:56.000000000,-12.0
ctwo opened: 2017-04-04 16:48:59 1 @TYM7 $-140,@TYM7,2017-04-04 16:48:59,124.89063,2017-04-04 17:00:00,125.03125,-0.00112467883029,0.00112467883029,Open,-1.0,-140.0,2.5,-1 days +23:48:59.000000000,-12.0
ctwo opened: 2017-04-04 16:48:55 1 @EMDM7 $-240,@EMDM7,2017-04-04 16:48:55,1709.2,2017-04-04 17:00:00,1706.8,0.0014061401453,0.0014061401453,Open,1.0,-240.0,2.5,-1 days +23:48:55.000000000,-12.0
ctwo opened: 2017-04-04 16:48:54 1 QCLK7 $-109,QCLK7,2017-04-04 16:48:54,51.14,2017-04-04 17:00:00,51.03,0.00215559474819,0.00215559474819,Open,1.0,-109.0,2.5,-1 days +23:48:54.000000000,-12.0
ctwo opened: 2017-04-04 16:48:56 1 QHGK7 $-174,QHGK7,2017-04-04 16:48:56,261.9,2017-04-04 17:00:00,261.2,0.00267993874426,0.00267993874426,Open,1.0,-174.0,2.5,-1 days +23:48:56.000000000,-12.0
